case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/8274/2022,MAD-JAB-02,Madhya Pradesh,Jabalpur,JDG-756,Civil,Motor_Accident,Single_Judge,Arguments,5,2020-12-30,1462,371,36,15,0.4166666666666667,1,0,741,1825,0,49,66.7,High,0.8010958904109589,0.7387140902872776,0.7142857142857143,1,4,4,1,4,45.0,🔔 Approaching statutory deadline (80% elapsed); 🟥 Critical stagnation: 371d in 'Arguments' stage (limit 90d); 📛 Long-pending: 4+ years,49,66.7,High,59.69,High,🟠,10,[#10] 🟠 High
CASE/2332/2024,MAD-JAB-02,Madhya Pradesh,Jabalpur,JDG-721,Civil,Motor_Accident,Sessions,Judgment,6,2020-10-06,1547,37,38,20,0.5263157894736842,0,0,706,1825,0,47,33.3,Medium,0.8476712328767123,0.7369101486748545,0.8571428571428571,1,4,3,5,4,30.0,🔔 Approaching statutory deadline (84% elapsed); 📛 Long-pending: 4+ years,47,33.3,Medium,48.85,Medium,🟡,11,[#11] 🟡 Medium
CASE/9852/2023,MAD-JAB-02,Madhya Pradesh,Jabalpur,JDG-676,Appeal,Property_Dispute,Sessions,Arguments,5,2021-07-19,1261,103,27,10,0.37037037037037035,0,0,916,2920,0,40,33.3,Medium,0.43184931506849317,0.6423473433782713,0.7142857142857143,0,7,3,1,4,5.0,📛 Long-pending: 3+ years,40,33.3,Medium,32.81,Medium,🟡,12,[#12] 🟡 Medium
CASE/1512/2017,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-835,Revision,POCSO,Full_Bench,Execution,7,2015-08-26,3415,0,82,25,0.3048780487804878,0,0,139,365,3050,52,33.3,Medium,9.356164383561644,0.7203513909224012,1.0,4,6,1,3,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (3415d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 9+ years pending,52,33.3,Medium,73.93,High,🟠,1,[#1] 🟠 High
CASE/2295/2022,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-799,Writ,POCSO,Division_Bench,Judgment,6,2016-12-09,2944,6,62,22,0.3548387096774194,0,0,148,365,2579,47,33.3,High,8.065753424657535,0.6317934782608695,0.8571428571428571,5,6,0,5,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (2944d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 8+ years pending,47,33.3,Medium,72.96,High,🟠,2,[#2] 🟠 High
CASE/7001/2020,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-184,Criminal,POCSO,Full_Bench,Execution,7,2017-12-15,2573,5,60,22,0.36666666666666664,0,0,167,365,2208,46,33.3,High,7.049315068493151,0.6995724834823164,1.0,2,6,1,3,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (2573d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,46,33.3,Medium,72.2,High,🟠,3,[#3] 🟠 High
CASE/5617/2017,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-104,Writ,Commercial,Division_Bench,Judgment,6,2022-12-03,759,95,15,7,0.4666666666666667,1,0,271,365,394,51,66.7,High,2.0794520547945203,0.5928853754940712,0.8571428571428571,5,0,0,5,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (759d > 180d); 🟠 Stagnation detected: 95d in 'Judgment' stage; ⚖️ Commercial Courts Act: Disposal overdue (>6 months),51,66.7,High,66.64,High,🟠,4,[#4] 🟠 High
CASE/7842/2021,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-337,Revision,NDPS,Division_Bench,Execution,7,2018-04-08,2459,15,51,25,0.49019607843137253,0,0,474,1095,1364,47,33.3,High,2.245662100456621,0.6222041480276536,1.0,4,5,0,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2459d > 1095d); 📛 Aged case: 6+ years pending,47,33.3,Medium,64.96,High,🟠,5,[#5] 🟠 High
CASE/7499/2020,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-520,Execution,Property_Dispute,Sessions,Judgment,6,2017-01-28,2894,54,70,24,0.34285714285714286,0,0,1426,2920,0,49,33.3,Medium,0.9910958904109589,0.7256392536281963,0.8571428571428571,3,7,3,5,4,35.0,🔔 Approaching statutory deadline (99% elapsed); 📛 Aged case: 7+ years pending,49,33.3,Medium,56.23,High,🟠,6,[#6] 🟠 High
CASE/2971/2021,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-852,Appeal,General_Civil,Magistrate,Judgment,6,2019-07-23,1988,8,36,14,0.3888888888888889,0,0,1094,2190,0,46,33.3,Medium,0.9077625570776255,0.5432595573440644,0.8571428571428571,0,1,2,5,4,35.0,🔔 Approaching statutory deadline (90% elapsed); 📛 Aged case: 5+ years pending,46,33.3,Medium,53.2,High,🟠,7,[#7] 🟠 High
CASE/4584/2015,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-654,Revision,Property_Dispute,Full_Bench,Execution,7,2018-08-20,2325,105,69,22,0.3188405797101449,0,0,1126,2920,0,51,33.3,Medium,0.7962328767123288,0.8903225806451613,1.0,4,7,1,3,4,35.0,🔔 Approaching statutory deadline (79% elapsed); 📛 Aged case: 6+ years pending,51,33.3,Medium,52.33,High,🟠,8,[#8] 🟠 High
CASE/2946/2024,MAD-JAB-03,Madhya Pradesh,Jabalpur,JDG-238,Civil,General_Civil,Sessions,Execution,7,2022-10-22,801,230,17,6,0.35294117647058826,1,0,1171,2190,0,150,33.3,Medium,0.36575342465753424,0.6367041198501873,1.0,1,1,3,3,4,10.0,🟠 Stagnation detected: 230d in 'Execution' stage,150,33.3,Medium,29.76,Medium,🟡,9,[#9] 🟡 Medium
CASE/3490/2020,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-994,Appeal,Property_Dispute,Magistrate,Arguments,5,2015-02-07,3615,216,65,15,0.23076923076923078,1,0,1363,2920,695,57,66.7,High,1.2380136986301369,0.5394190871369294,0.7142857142857143,0,7,2,1,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (3615d > 2920d); 🟥 Critical stagnation: 216d in 'Arguments' stage (limit 90d); 📛 Aged case: 9+ years pending,57,66.7,High,76.6,Critical,🔴,1,[#1] 🔴 Critical
CASE/3702/2019,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-154,Civil,SC_ST,Division_Bench,Execution,7,2015-06-28,3474,7,81,33,0.4074074074074074,0,0,144,730,2744,50,33.3,Medium,4.758904109589041,0.6994818652849741,1.0,1,8,0,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (3474d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 9+ years pending,50,33.3,Medium,73.35,High,🟠,2,[#2] 🟠 High
CASE/0544/2016,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-329,Civil,Matrimonial,Single_Judge,Execution,7,2015-11-04,3345,40,88,26,0.29545454545454547,0,0,557,1825,1520,47,33.3,High,1.832876712328767,0.7892376681614349,1.0,1,3,4,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3345d > 1825d); 📛 Aged case: 9+ years pending,47,33.3,Medium,66.78,High,🟠,3,[#3] 🟠 High
CASE/9081/2019,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-955,Writ,Motor_Accident,Division_Bench,Execution,7,2016-02-15,3242,10,69,28,0.4057971014492754,0,0,673,1825,1417,46,33.3,Medium,1.7764383561643835,0.6384947563232573,1.0,5,4,0,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3242d > 1825d); 📛 Aged case: 8+ years pending,46,33.3,Medium,66.57,High,🟠,4,[#4] 🟠 High
CASE/9236/2017,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-949,Appeal,Matrimonial,Single_Judge,Execution,7,2016-07-30,3076,0,69,22,0.3188405797101449,0,0,626,1825,1251,52,33.3,High,1.6854794520547944,0.6729518855656698,1.0,0,3,4,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3076d > 1825d); 📛 Aged case: 8+ years pending,52,33.3,Medium,66.23,High,🟠,5,[#5] 🟠 High
CASE/6103/2022,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-281,Criminal,POCSO,Magistrate,Execution,7,2021-08-30,1219,15,21,8,0.38095238095238093,0,0,157,365,854,49,33.3,Medium,3.33972602739726,0.51681706316653,1.0,2,6,2,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (1219d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 3+ years,49,33.3,Medium,65.8,High,🟠,6,[#6] 🟠 High
CASE/7949/2020,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-558,Criminal,General_Civil,Single_Judge,Execution,7,2017-07-17,2724,152,65,14,0.2153846153846154,0,0,894,2190,534,45,33.3,Medium,1.2438356164383562,0.7158590308370044,1.0,2,1,4,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2724d > 2190d); 📛 Aged case: 7+ years pending,45,33.3,Medium,62.92,High,🟠,7,[#7] 🟠 High
CASE/3329/2020,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-146,Writ,Property_Dispute,Magistrate,Judgment,6,2018-07-05,2371,124,57,18,0.3157894736842105,0,0,1127,2920,0,47,33.3,Medium,0.811986301369863,0.7212146773513286,0.8571428571428571,5,7,2,5,4,50.0,🔔 Approaching statutory deadline (81% elapsed); 🟥 Critical stagnation: 124d in 'Judgment' stage (limit 60d); 📛 Aged case: 6+ years pending,47,33.3,Medium,57.9,High,🟠,8,[#8] 🟠 High
CASE/2039/2020,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-522,Appeal,Commercial,Magistrate,Execution,7,2023-11-26,401,0,11,2,0.18181818181818182,0,0,222,365,36,48,33.3,High,1.0986301369863014,0.8229426433915211,1.0,0,0,2,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (401d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),48,33.3,Medium,51.65,High,🟠,9,[#9] 🟠 High
CASE/6328/2020,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-769,Execution,NDPS,Single_Judge,Execution,7,2022-09-16,837,76,23,8,0.34782608695652173,1,0,413,1095,0,48,66.7,High,0.7643835616438356,0.8243727598566308,1.0,3,5,4,3,4,25.0,🔔 Approaching statutory deadline (76% elapsed),48,66.7,High,47.64,Medium,🟡,10,[#10] 🟡 Medium
CASE/7572/2019,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-110,Criminal,Property_Dispute,Single_Judge,Judgment,6,2019-09-06,1943,55,47,16,0.3404255319148936,0,0,1107,2920,0,51,33.3,Medium,0.6654109589041096,0.7256819351518271,0.8571428571428571,2,7,4,5,4,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,51,33.3,Medium,46.22,Medium,🟡,11,[#11] 🟡 Medium
CASE/5506/2021,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-437,Revision,Property_Dispute,Sessions,Execution,7,2020-07-25,1620,35,34,15,0.4411764705882353,0,0,1003,2920,0,52,33.3,Medium,0.5547945205479452,0.6296296296296297,1.0,4,7,3,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,52,33.3,Medium,41.62,Medium,🟡,12,[#12] 🟡 Medium
CASE/2916/2016,MAD-JAB-04,Madhya Pradesh,Jabalpur,JDG-684,Civil,Property_Dispute,Sessions,Execution,7,2021-06-14,1296,124,36,10,0.2777777777777778,0,0,937,2920,0,41,0.0,Medium,0.4438356164383562,0.8333333333333333,1.0,1,7,3,3,4,5.0,📛 Long-pending: 3+ years,41,0.0,Low,26.5,Medium,🟡,13,[#13] 🟡 Medium
CASE/3662/2023,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-749,Civil,SC_ST,Magistrate,Execution,7,2018-05-24,2413,83,56,19,0.3392857142857143,1,0,156,730,1683,51,66.7,High,3.3054794520547945,0.6962287608785743,1.0,1,8,2,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (2413d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,51,66.7,High,77.85,Critical,🔴,1,[#1] 🔴 Critical
CASE/5901/2018,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-752,Revision,Property_Dispute,Full_Bench,Arguments,5,2016-08-14,3061,10,66,29,0.4393939393939394,0,0,1468,2920,141,56,66.7,High,1.0482876712328768,0.6468474354786018,0.7142857142857143,4,7,1,1,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (3061d > 2920d); 📛 Aged case: 8+ years pending,56,66.7,High,67.56,High,🟠,2,[#2] 🟠 High
CASE/9832/2018,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-528,Criminal,Motor_Accident,Division_Bench,Execution,7,2018-03-05,2493,74,71,31,0.43661971830985913,0,0,657,1825,668,49,33.3,High,1.366027397260274,0.8543922984356198,1.0,2,4,0,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2493d > 1825d); 📛 Aged case: 6+ years pending,49,33.3,Medium,64.16,High,🟠,3,[#3] 🟠 High
CASE/8329/2017,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-948,Civil,NDPS,Division_Bench,Execution,7,2021-04-10,1361,8,31,8,0.25806451612903225,0,0,351,1095,266,47,33.3,Medium,1.2429223744292237,0.6833210874357091,1.0,1,5,0,3,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1361d > 1095d); 📛 Long-pending: 3+ years,47,33.3,Medium,56.93,High,🟠,4,[#4] 🟠 High
CASE/9808/2021,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-555,Appeal,Senior_Citizen,Magistrate,Execution,7,2023-09-09,479,14,8,2,0.25,0,0,120,180,299,42,33.3,Medium,2.661111111111111,0.5010438413361169,1.0,0,9,2,3,4,50.0,⚠️ STATUTORY DEADLINE BREACHED (479d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,42,33.3,Medium,54.47,High,🟠,5,[#5] 🟠 High
CASE/2342/2022,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-434,Execution,General_Civil,Sessions,Judgment,6,2019-05-13,2059,6,46,21,0.45652173913043476,0,0,938,2190,0,44,33.3,High,0.9401826484018265,0.6702282661486157,0.8571428571428571,3,1,3,5,4,35.0,🔔 Approaching statutory deadline (94% elapsed); 📛 Aged case: 5+ years pending,44,33.3,Medium,53.8,High,🟠,6,[#6] 🟠 High
CASE/2055/2018,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-839,Revision,Matrimonial,Magistrate,Execution,7,2020-12-06,1486,67,32,13,0.40625,0,0,506,1825,0,49,33.3,Medium,0.8142465753424658,0.6460296096904442,1.0,4,3,2,3,4,30.0,🔔 Approaching statutory deadline (81% elapsed); 📛 Long-pending: 4+ years,49,33.3,Medium,48.07,Medium,🟡,7,[#7] 🟡 Medium
CASE/7420/2017,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-735,Revision,Property_Dispute,Single_Judge,Execution,7,2020-09-24,1559,49,37,12,0.32432432432432434,0,0,1233,2920,0,54,33.3,Medium,0.5339041095890411,0.7119948685054522,1.0,4,7,4,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,54,33.3,Medium,41.02,Medium,🟡,8,[#8] 🟡 Medium
CASE/9985/2024,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-689,Revision,Motor_Accident,Full_Bench,Execution,7,2021-11-15,1142,167,29,6,0.20689655172413793,1,0,822,1825,0,50,33.3,Medium,0.6257534246575343,0.7618213660245183,1.0,4,4,1,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,50,33.3,Medium,40.16,Medium,🟡,9,[#9] 🟡 Medium
CASE/0509/2023,MAD-JAB-05,Madhya Pradesh,Jabalpur,JDG-606,Execution,General_Civil,Division_Bench,Execution,7,2021-09-10,1208,2,22,3,0.13636363636363635,0,0,914,2190,0,44,33.3,Medium,0.5515981735159817,0.5463576158940397,1.0,3,1,0,3,4,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,44,33.3,Medium,39.46,Medium,🟡,10,[#10] 🟡 Medium
CASE/7961/2023,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-567,Civil,SC_ST,Sessions,Execution,7,2015-11-14,3335,31,68,27,0.39705882352941174,0,0,152,730,2605,49,33.3,Medium,4.568493150684931,0.6116941529235382,1.0,1,8,3,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (3335d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 9+ years pending,49,33.3,Medium,73.06,High,🟠,1,[#1] 🟠 High
CASE/0506/2018,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-381,Revision,SC_ST,Single_Judge,Execution,7,2018-04-11,2456,4,52,19,0.36538461538461536,0,0,181,730,1726,47,33.3,High,3.3643835616438356,0.6351791530944626,1.0,4,8,4,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (2456d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,47,33.3,Medium,71.26,High,🟠,2,[#2] 🟠 High
CASE/5254/2018,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-151,Appeal,SC_ST,Full_Bench,Execution,7,2018-09-17,2297,0,60,20,0.3333333333333333,0,0,195,730,1567,50,33.3,Medium,3.1465753424657534,0.783630822812364,1.0,0,8,1,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (2297d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,50,33.3,Medium,70.93,High,🟠,3,[#3] 🟠 High
CASE/3856/2019,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-218,Criminal,Senior_Citizen,Single_Judge,Execution,7,2018-09-11,2303,9,50,20,0.4,0,0,109,180,2123,46,33.3,Medium,12.794444444444444,0.6513243595310465,1.0,2,9,4,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2303d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 6+ years pending,46,33.3,Medium,69.89,High,🟠,4,[#4] 🟠 High
CASE/7111/2015,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-213,Writ,Senior_Citizen,Division_Bench,Execution,7,2019-01-11,2181,9,53,18,0.33962264150943394,0,0,119,180,2001,46,33.3,Medium,12.116666666666667,0.7290233837689133,1.0,5,9,0,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2181d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 5+ years pending,46,33.3,Medium,69.64,High,🟠,5,[#5] 🟠 High
CASE/5696/2015,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-789,Appeal,General_Criminal,Full_Bench,Execution,7,2020-04-28,1708,68,37,20,0.5405405405405406,0,0,490,730,978,49,66.7,High,2.33972602739726,0.6498829039812647,1.0,0,2,1,3,4,40.0,⚠️ STATUTORY DEADLINE BREACHED (1708d > 730d); 📛 Long-pending: 4+ years,49,66.7,High,67.99,High,🟠,6,[#6] 🟠 High
CASE/3134/2019,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-980,Writ,NDPS,Full_Bench,Execution,7,2017-03-20,2843,4,62,27,0.43548387096774194,0,0,433,1095,1748,47,33.3,Medium,2.5963470319634703,0.654238480478368,1.0,5,5,1,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2843d > 1095d); 📛 Aged case: 7+ years pending,47,33.3,Medium,65.75,High,🟠,7,[#7] 🟠 High
CASE/9576/2021,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-518,Civil,SC_ST,Division_Bench,Execution,7,2021-11-05,1152,18,24,9,0.375,0,0,242,730,422,47,33.3,Medium,1.5780821917808219,0.625,1.0,1,8,0,3,4,58.0,⚠️ STATUTORY DEADLINE BREACHED (1152d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,47,33.3,Medium,64.75,High,🟠,8,[#8] 🟠 High
CASE/0741/2024,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-955,Execution,NDPS,Full_Bench,Execution,7,2019-09-24,1925,33,46,13,0.2826086956521739,0,0,315,1095,830,45,33.3,Medium,1.7579908675799087,0.7168831168831168,1.0,3,5,1,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (1925d > 1095d); 📛 Aged case: 5+ years pending,45,33.3,Medium,63.87,High,🟠,9,[#9] 🟠 High
CASE/6177/2024,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-773,Writ,Commercial,Sessions,Arguments,5,2021-08-13,1236,30,31,7,0.22580645161290322,0,0,288,365,871,46,33.3,Medium,3.3863013698630136,0.7524271844660194,0.7142857142857143,5,0,3,1,4,50.0,⚠️ STATUTORY DEADLINE BREACHED (1236d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 3+ years,46,33.3,Medium,62.38,High,🟠,10,[#10] 🟠 High
CASE/2985/2018,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-391,Civil,Motor_Accident,Magistrate,Judgment,6,2018-09-12,2302,60,40,12,0.3,0,0,945,1825,477,49,33.3,Medium,1.2613698630136987,0.5212858384013901,0.8571428571428571,1,4,2,5,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2302d > 1825d); 📛 Aged case: 6+ years pending,49,33.3,Medium,62.3,High,🟠,11,[#11] 🟠 High
CASE/3489/2016,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-479,Appeal,Matrimonial,Sessions,Execution,7,2019-05-01,2071,98,40,12,0.3,0,0,531,1825,246,45,33.3,Medium,1.1347945205479453,0.5794302269435055,1.0,0,3,3,3,4,45.0,⚠️ STATUTORY DEADLINE BREACHED (2071d > 1825d); 📛 Aged case: 5+ years pending,45,33.3,Medium,60.05,High,🟠,12,[#12] 🟠 High
CASE/7685/2024,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-845,Appeal,SC_ST,Full_Bench,Execution,7,2022-05-24,952,21,23,3,0.13043478260869565,0,0,172,730,222,44,33.3,Medium,1.3041095890410959,0.7247899159663865,1.0,0,8,1,3,4,53.0,⚠️ STATUTORY DEADLINE BREACHED (952d > 730d); 🔴 SC/ST PoA: Priority disposal required,44,33.3,Medium,59.5,High,🟠,13,[#13] 🟠 High
CASE/9693/2023,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-609,Criminal,Senior_Citizen,Full_Bench,Arguments,5,2022-11-20,772,1,12,3,0.25,0,0,74,180,592,66,33.3,High,4.288888888888889,0.46632124352331605,0.7142857142857143,2,9,1,1,4,50.0,⚠️ STATUTORY DEADLINE BREACHED (772d > 180d); 🟠 Senior Citizen: Expedited disposal mandated,66,33.3,Medium,58.34,High,🟠,14,[#14] 🟠 High
CASE/8973/2024,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-856,Revision,SC_ST,Division_Bench,Execution,7,2023-04-09,632,4,14,4,0.2857142857142857,0,0,202,730,0,46,33.3,Medium,0.8657534246575342,0.6645569620253164,1.0,4,8,0,3,4,43.0,🔔 Approaching statutory deadline (86% elapsed); 🔴 SC/ST PoA: Priority disposal required,46,33.3,Medium,46.24,Medium,🟡,15,[#15] 🟡 Medium
CASE/8180/2020,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-513,Appeal,General_Civil,Magistrate,Arguments,5,2022-03-14,1023,128,26,14,0.5384615384615384,0,0,792,2190,0,49,33.3,Medium,0.4671232876712329,0.7624633431085044,0.7142857142857143,0,1,2,1,4,0.0,No urgent flags,49,33.3,Medium,29.96,Medium,🟡,16,[#16] 🟡 Medium
CASE/0519/2017,MAD-JAB-06,Madhya Pradesh,Jabalpur,JDG-969,Appeal,General_Criminal,Sessions,Judgment,6,2023-11-19,408,7,5,2,0.4,0,0,472,730,0,41,33.3,Medium,0.5589041095890411,0.36764705882352944,0.8571428571428571,0,2,3,5,4,15.0,📅 Past halfway of statutory limit,41,33.3,Medium,29.07,Medium,🟡,17,[#17] 🟡 Medium
CASE/9671/2016,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-618,Appeal,Commercial,Division_Bench,Execution,7,2016-01-16,3272,74,91,37,0.4065934065934066,1,0,355,365,2907,58,66.7,High,8.964383561643835,0.8343520782396089,1.0,0,0,0,3,4,55.0,⚠️ STATUTORY DEADLINE BREACHED (3272d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 8+ years pending,58,66.7,High,76.81,Critical,🔴,1,[#1] 🔴 Critical
CASE/5309/2019,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-520,Criminal,General_Civil,Full_Bench,Execution,7,2017-05-20,2782,287,76,26,0.34210526315789475,1,0,794,2190,592,51,66.7,High,1.2703196347031964,0.8195542774982028,1.0,2,1,1,3,4,60.0,⚠️ STATUTORY DEADLINE BREACHED (2782d > 2190d); 🟥 Critical stagnation: 287d in 'Execution' stage (limit 120d); 📛 Aged case: 7+ years pending,51,66.7,High,75.34,Critical,🔴,2,[#2] 🔴 Critical
CASE/7551/2023,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-973,Revision,POCSO,Division_Bench,Judgment,6,2015-04-19,3544,5,101,33,0.32673267326732675,0,0,134,365,3179,51,33.3,High,9.70958904109589,0.8549661399548533,0.8571428571428571,4,6,0,5,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (3544d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 9+ years pending,51,33.3,Medium,74.19,High,🟠,3,[#3] 🟠 High
CASE/4809/2017,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-131,Execution,Commercial,Division_Bench,Execution,7,2020-06-27,1648,94,37,16,0.43243243243243246,1,0,314,365,1283,50,66.7,High,4.515068493150685,0.6735436893203884,1.0,3,0,0,3,4,50.0,⚠️ STATUTORY DEADLINE BREACHED (1648d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Long-pending: 4+ years,50,66.7,High,71.18,High,🟠,4,[#4] 🟠 High
CASE/1120/2019,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-181,Appeal,POCSO,Single_Judge,Execution,7,2019-05-21,2051,11,44,13,0.29545454545454547,0,0,120,365,1686,46,33.3,Medium,5.619178082191781,0.643588493417845,1.0,0,6,4,3,4,65.0,⚠️ STATUTORY DEADLINE BREACHED (2051d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 5+ years pending,46,33.3,Medium,71.12,High,🟠,5,[#5] 🟠 High
CASE/7063/2020,MAD-JAB-07,Madhya Pradesh,Jabalpur,JDG-578,Civil,SC_ST,Magistrate,Execution,7,2019-10-01,1918,19,43,13,0.3023255813953488,0,0,250,730,1188,48,33.3,Medium,2.627397260273973,0.6725755995828989,1.0,1,8,2,3,4,63.0,⚠️ STATUTORY DEADLINE BREACHED (1918d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 5+ years pending,48,33.3,Medium,70.15,High,🟠,6,[#6] 🟠 High
